url,标题,租赁方式,交通,价格,付款方式,佣金,面积,户型,楼层,朝向,小区,类型,装修
https://bj.zu.anjuke.com/fangyuan/3848225020092426?isauction=2&shangquan_id=6860&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaY3PANdP1E1nBd6nWEvsHEvnHDVrjNOnaYkuy7WrH93uH9kmvcKn1NLnHcLnHTvPH0dPHTKTHn3Pj9znWNknWTkrHcYnWmKnHN1njTKnHN1njTKnikQnEDQTHDLn1N1n1D1nj0dPHmKnE7AEzdEEzdKib_VOlXxOCB4sXXVhShTBXyc-SB6Jrh6VEDQTHnOTEDVnEDKnH9LnWE3n1NLnW9LnHnLPW9OPkDvTEDQTHmknWN3mh7Wsy7buAmVPAFWraY3uHPhsHNdn10znj6Bm17bPkDQrj0zPj91PH0zrHEvrjbYrjEOTHD3P1cYrjndP1cOn1EzrHDYPHmKTHD_nHDKTEDKsEDKTEDKnWmknHCQPjTlrHTknHC1myDkrWcYrW9knWDlrjFBm1GBnyDOTHTKnTDKnikQnE7exEDQnjT1P9DQnjTQPWmdTHcdPjRBuW6-sH7WuhmVPjmkmzY3PHEQsH0YnHw-rjbOrjcYm9DKPTDKTHTKnikQnHEYsjm3PWTKnE78IyQ_THPWnjb1n1w6mvDLmWcdrHT&lego_tid=2545bf8e-1cff-460c-8541-7414e899824b&psid=014b616a85132e8afefc565578a33bdb,新上房源 看房方便 南华小区角门东里二居室 普装随时看房,整租,10号线/4号线大兴线,4100,付3押1,佣金：1月租金,69.5平方米,2室1厅1卫,中层(共18层),西南,南华小区 丰台 角门,普通住宅,简单装修
https://bj.zu.anjuke.com/fangyuan/3862280048599053?isauction=2&shangquan_id=6068&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaY3PANdP1E1nBd6nWEvsHEvnHDVrjNOnaYkuy7WrH93uH9kmvcKPjndrjcOn1mvnWbdnWmKTHn3PWczrjTkPj9drHbkPHnKnHcQnjTKnHcQnjTKnikQnEDQTHDLn1N1n1D1nj0dPHmKn97AEzdEEzdKib_VOlXxOCB4sXXVhShTBXyc-SB6Jrh6VEDQTHnOTEDVnEDKnH9LnH9YPHEQn1cknjnOnWDOn9DvTEDQTycdnW0Qrj-6sHDdnWbVPjKhPaYOuA7-syDOPH9zujF6PHmYuTDQrj0QrjEdPjDYnW9zPHD3PHc3THD3P1D3PjNYnHEzPWDdn193nHmKTHD_nHDKTEDKsEDKTEDKnWmknHCQPjTlrHTknHC1myDkrWcYrW9knWDlrjFBm1GBnyDOTHTKnTDKnikQnE7exEDQnjT1P9DQnjTQPWmdTyPhmyE1rHcvsHDOuyDVPAPbmBY3nhP-sHn3PjIbrj9LuhF6PTDKPTDKTHTKnikQnHEdsjmkPW9KnE78IyQ_TyPBnH6BPHmYrjb3rAubryD&lego_tid=cfad3926-19ea-4cdb-82ce-3847d887fba4&psid=014b616a85132e8afefc565578a33bdb,石景山五里坨黑石头 翡翠山晓 三面朝阳 90平三室两卫出租,整租,,5600,付3押1,佣金：1月租金,89平方米,3室1厅2卫,共5层,南北,万科翡翠山晓(二期) 石景山 五里坨,普通住宅,精装修
https://bj.zu.anjuke.com/fangyuan/3802374168224775?isauction=2&shangquan_id=7440&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaY3PANdP1E1nBd6nWEvsHEvnHDVrjNOnaYkuy7WrH93uH9kmvcKnWc1P1T3rHnvrj93n19KTHn3njc1P1EQPW9znWELP1NKrH9knTDOrjTkTHD_nHDKnEDQP1ndn1nQn1TLPHNvTHnKwbnVNDnVENGssXXMMSpcfzLMoufG9cM-BFxCCpWGCUNKnED1rEDKsHDKTHD3PHbkPHbYPjnQrjcOnW03P1nKP9DKnE7huWnkPvcYPzY3mhnOsHE1nynVmhnLnaYkrARbryR-rj-BuWDKnH9drHTdrHEYPj9zP1T3PW9dnTDQrjNOnjNOPjEYrjD3P1Tzn1nvTEDQsjDQTEDKTiYKTEDKTHcvnjDlnHEkrWbknjDlnv76njCzPjC3njcQrW9zmhnlmW76rEDkTHTKTHD_nHDKXLYKnHTkn1mKnHTknHmvPE7bnvE1mHnOnzd6PAuWsHEvnvcVrH9QPBdBmvNLPWmYmvm3mHEKTHEKTEDkTHD_PW9krakLPjEkTHDKUMR_UTDLrj7bn1cYP1K6m1czuymQ&lego_tid=d3d3a393-a4fc-463b-9816-bce7664cf8a4&psid=014b616a85132e8afefc565578a33bdb,燕化星城健德三里 精装修 2室1厅1卫 采光好 免费停车,整租,燕房号线,2300,付3押1,佣金：50%月租金,81.8平方米,2室1厅1卫,高层(共6层),南北,燕化星城健德三里 房山 阎村,普通住宅,精装修
https://bj.zu.anjuke.com/fangyuan/3862222621647884?isauction=2&shangquan_id=5153&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaY3PANdP1E1nBd6nWEvsHEvnHDVrjNOnaYkuy7WrH93uH9kmvcKrHnOPHDOn1m1rjEdnWmKTHn3PWcznWcvnWDvPj03rjEKnWTzrHbKnWTzrHbKnikQnEDQTHDLn1N1n1D1nj0dPHmKPT7AEzdEEzdKib_VOlXxOCB4sXXVhShTBXyc-SB6Jrh6VEDQTHnOTEDVnEDKnH9LnH91nHDknj9OnWbvPWbQn9DvTEDQTyEOuAFWnhDdsHPBrHNVPjEvniY3PAcksym3rHbvryPbmhmkn9DQrj0QrjnQnHTznj0OrHNYrHEYTHD3P1D3n1DQnjckPH9OP1Nzn1cKTHD_nHDKTEDKsEDKTEDKnWmknHCQPjTlrHTknHC1myDkrWcYrW9knWDlrjFBm1GBnyDOTHTKnTDKnikQnE7exEDQnjT1P9DQnjTQPWmdTHI6uW7WmHcdsy7-PWbVPj7Wnad6PWc1sHmOnvnzmvc1uWTknEDKPTDKTHTKnikQnHNksjNQPHnKnE78IyQ_TyEvmhuBnH6hPjFBmWNkPyD&lego_tid=7af1ca25-ae69-41c0-a623-693c2cb3f001&psid=014b616a85132e8afefc565578a33bdb,无中介直签丨精装三室两卫5000民水民电恒大城5号院拎包即住,整租,,5000,付1押1,佣金：0佣金,130平方米,3室2厅2卫,高层(共28层),南北,恒大城5号院 昌平 沙河,普通住宅,精装修
https://bj.zu.anjuke.com/fangyuan/3802953529384962?isauction=2&shangquan_id=5786&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaY3PANdP1E1nBd6nWEvsHEvnHDVrjNOnaYkuy7WrH93uH9kmvcKnHTvn1nOrHDYn1cOPWmdTED1rjTzrHN1PHcOn19YrHmzTHckPHTkTHckPHTkTHD_nHDKnEDQP1ndn1nQn1TLPHNvTHNKwbnVNDnVENGssXXMMSpcfzLMoufG9cM-BFxCCpWGCUNKnED1rEDKsHDKTHD3PWDdrjm1njN1PWbkn193PjbKP9DKnE76mWRBnH6BuaYLPyNLsHw6nhcVmyDQnzd-n1nQP1P6Ph7WuhDKnH9vnHN3PWnkPWm3PWT1rjTQPkDQrjmQPH9vn1TvPWNvPWb3n1mOTEDQsjDQTEDKTiYKTEDKTHcvnjDlnHEkrWbknjDlnv76njCzPjC3njcQrW9zmhnlmW76rEDkTHTKTHD_nHDKXLYKnHTkn1mKnHTknHmvPED1nWmQm1DdnzYvuHw-sHEkujbVrjKhPBY3nvRhuHIhPyEYPANKTHEKTEDkTHD_nHDYnBkdP19vTHDKUMR_UTDdmvnQryEdujI-rHIbnA76&lego_tid=3261c153-6e4e-40d9-80f6-83efe7f5d44e&psid=014b616a85132e8afefc565578a33bdb,长安街一号线全南板楼两居中式园林,整租,1/八通号线,10500,付3押1,佣金：1月租金,90平方米,2室1厅1卫,低层(共16层),朝南,东恒时代二期 朝阳 四惠,普通住宅,豪华装修
https://bj.zu.anjuke.com/fangyuan/3113135026379785?isauction=2&shangquan_id=5824&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaY3PANdP1E1nBd6nWEvsHEvnHDVrjNOnaYkuy7WrH93uH9kmvcKPHTLrH9vrHcQPjn3rj9KTHnQnHnQn1NknWm1P1bLrjNKnHDLnjTKnHDLnjTKnikQnEDQTHDLn1N1n1D1nj0dPHmKP97AEzdEEzdKib_VOlXxOCB4sXXVhShTBXyc-SB6Jrh6VEDQTHnOTEDVnEDKnH9LnWDYrjcQnjmdnHcOnHmYrTDvTEDQTHRbuyDQnjbvsHTduAcVPjEkmzdBuWTYsH03P1nQrycLPjDYP9DQrj0znHE3nWDkPW9kPWnOPj93THD3P1cQPj9znHTvn1EdnWcvnWEKTHD_nHDKTEDKsEDKTEDKnWmknHCQPjTlrHTknHC1myDkrWcYrW9knWDlrjFBm1GBnyDOTHTKnTDKnikQnE7exEDQnjT1P9DQnjTQPWmdTHPWPhFBmhmzsHT1PW0VPj9QriYOPAE3synkm1EzP1ndnjKhuEDKPTDKTHTKnikQnHn3sjN3nWEKnE78IyQ_TyDzujTvmyE3nWEQuANLmH9&lego_tid=3c6bbbf2-0367-4819-94d8-c0c4273500fe&psid=014b616a85132e8afefc565578a33bdb,东城区 东四簋街北新桥精装商务宴请 四合院出租临主街 有车位,整租,2/3/5/6号线,190000,面议,佣金：1月租金,500平方米,5室3厅4卫,共1层,南北,德华里小区 东城 东四,四合院,豪华装修
https://bj.zu.anjuke.com/fangyuan/3859350789480452?isauction=2&shangquan_id=6051&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaY3PANdP1E1nBd6nWEvsHEvnHDVrjNOnaYkuy7WrH93uH9kmvcKP1bQPH0vrjcOrH0dPjDKTHn3PHb1PHTLrjbYrjTYPHcKnH9LnjTKnH9LnjTKnikQnEDQTHDLn1N1n1D1nj0dPHmKPk7AEzdEEzdKib_VOlXxOCB4sXXVhShTBXyc-SB6Jrh6VEDQTHnOTEDVnEDKnH9LnWELnWE1rjTYP1T1nHcOP9DvTEDQTHwbn1IBPHNOsHEYnjTVPjKhnBdBuhNYsHK-rAnQmHDkm101nEDQrj0zPj0zPjn3rH01rH93rjmYTHD3P1cYP1cYn1bQnHmdP1ELnWTKTHD_nHDKTEDKsEDKTEDKnWmknHCQPjTlrHTknHC1myDkrWcYrW9knWDlrjFBm1GBnyDOTHTKnTDKnikQnE7exEDQnjT1P9DQnjTQPWmdTHEzuH0drymvsyNYnjbVPAnLnzYOmh7BsH03rjn1mymvnj-brEDKPTDKTHTKnikQnHELsjmkPHDKnE78IyQ_TymQP1bzm1IbrAPbuhN1myE&lego_tid=42e759f6-e409-4c73-9bab-78833af609d9&psid=014b616a85132e8afefc565578a33bdb,富力尚悦居(D区) 电梯房 55平 家电齐全,整租,,3100,付3押1,佣金：80%月租金,55.9平方米,2室1厅1卫,低层(共18层),朝南,富力尚悦居(D区) 通州 马驹桥,普通住宅,精装修
https://bj.zu.anjuke.com/fangyuan/3706184245272583?isauction=2&shangquan_id=5787&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaY3PANdP1E1nBd6nWEvsHEvnHDVrjNOnaYkuy7WrH93uH9kmvcKPWDdPWEkPHEvnjN3nWbKTHnLnjmQrjEzPjNzP1cdrjnKnWcknjTKnHnznjTKnikQnEDQTHDLn1N1n1D1nj0dPHmKrT7AEzdEEzdKib_VOlXxOCB4sXXVhShTBXyc-SB6Jrh6VEDQTHnOTEDVnEDKnH9LnWDvnjbYnHbzPjcQPW91nkDvTEDQTywhPWELrHK-sHbduynVPA7WPzdBPH9LsHmQnjIbuhFWrjczPEDQrj0znHmkrHEznjT1rHDzP1TYTHD3P1cQPWTOPjDOrj0Qn1NYrj9KTHD_nHDKTEDKsEDKTEDKnWmknHCQPjTlrHTknHC1myDkrWcYrW9knWDlrjFBm1GBnyDOTHTKnTDKnikQnE7exEDQnjT1P9DQnjTQPWmdTHb1P19QmHnvsyE1mhnVPjnLPzYOuWcLsHPWuAwWuHDdnHDzuEDKPTDKTHTKnikQnHE1sjNLrj0KnE78IyQ_THubnhFbPhnYPHTYmhmkmvm&lego_tid=93781a36-d3bc-4377-9f27-3cddce15112e&psid=014b616a85132e8afefc565578a33bdb,西北旺 中关村壹号 永丰 西二旗软件园 永旺家园 大牛坊开间,整租,,3800,年付,佣金：1月租金,47平方米,1室1厅1卫,中层(共12层),朝西,大牛坊(二期) 海淀 西北旺,普通住宅,精装修
https://bj.zu.anjuke.com/fangyuan/3855184043910144?isauction=2&shangquan_id=5153&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaY3PANdP1E1nBd6nWEvsHEvnHDVrjNOnaYkuy7WrH93uH9kmvcKPWnzP1E1PjmYnjDLrHmKTHn3PHNQrjEkPjnOnHTQPjEKnWTzrHbKnHcznjTKnikQnEDQTHDLn1N1n1D1nj0dPHmKrE7AEzdEEzdKib_VOlXxOCB4sXXVhShTBXyc-SB6Jrh6VEDQTHnOTEDVnEDKnH9LnjT1rjcdrj9QrjcvPHT3rTDvTEDQTHNLuWE1mHEvsH9vPjmVPj93nad6n1EYsycOuW93ryFbm16bPTDQrj0knjn3nWN3rj9QnWTknHc3THD3P1Tkn19zPH93nWcYP1NLP19KTHD_nHDKTEDKsEDKTEDKnWmknHCQPjTlrHTknHC1myDkrWcYrW9knWDlrjFBm1GBnyDOTHTKnTDKnikQnE7exEDQnjT1P9DQnjTQPWmdTHKBujnQmWmLsH6BmvNVPAmvnzdBPAFBsHPbPHNOmWb1ujNzuEDKPTDKTHTKnikQnHNksjNQPHnKnE78IyQ_THnzPW--rHc3njE1P17bujT&lego_tid=0bd31b67-8bce-4f63-b4bb-3d559b93d52e&psid=014b616a85132e8afefc565578a33bdb,沙河精装4500南北通透 业主直签 民水民电 地铁100米,整租,昌平号线,4500,付3押1,佣金：1月租金,85平方米,2室1厅1卫,高层(共18层),朝南,巩华家园南一村 昌平 沙河,普通住宅,精装修
https://bj.zu.anjuke.com/fangyuan/3858269123306498?isauction=2&shangquan_id=5811&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaY3PANdP1E1nBd6nWEvsHEvnHDVrjNOnaYkuy7WrH93uH9kmvcKrHN1n1bvn1DvPWNYnH0KTHn3PH9zPWbQnWn1njmYrH9KnHmYnjTKnHmYnjTKnikQnEDQTHDLn1N1n1D1nj0dPHmKnHTKwbnVNDnVENGssXXMMSpcfzLMoufG9cM-BFxCCpWGCUNKnED1rEDKsHDKTHD3P1T3n1nknWN1nWnOPjNOrjEKP9DKnE7Brjubrjb1miYOnjnYsHEQm1cVrANzPaYQPvuWnvDzrjcLmHmKnH9Lnj91n1TzPHEQPWcQPWNLP9DQrj0krjn1njcdn1nvPHEQnH9YTEDQsjDQTEDKTiYKTEDKTHcvnjDlnHEkrWbknjDlnv76njCzPjC3njcQrW9zmhnlmW76rEDkTHTKTHD_nHDKXLYKnHTkn1mKnHTknHmvPEDLPjIBnH9zPzdWryPbsHEYPjcVrHFWPaYznynvnhu-mvnduHnKTHEKTEDkTHD_nHDYPzkdrjDQTHDKUMR_UT7bmWT3mHmQuHTvujDvn1w6&lego_tid=747b1827-c9cd-4442-92c4-21c62fecc5e3&psid=014b616a85132e8afefc565578a33bdb,推荐婚房，德宏艾迪，青苗德威，随时看房，随时入住，机场商圈,整租,,4300,付3押1,佣金：1月租金,89.2平方米,3室1厅1卫,高层(共8层),南北,首开香溪郡南区 通州 北关,普通住宅,精装修
https://bj.zu.anjuke.com/fangyuan/3825043539091466?isauction=2&shangquan_id=2639&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaY3PANdP1E1nBd6nWEvsHEvnHDVrjNOnaYkuy7WrH93uH9kmvcKPH9Qrj9krjEQPjbzP1nKTHn3nWNkPjndn1bkrHDYPWmKnH9LnjTKnH9LnjTKnikQnEDQTHDLn1N1n1D1nj0dPHmKnHDKwbnVNDnVENGssXXMMSpcfzLMoufG9cM-BFxCCpWGCUNKnED1rEDKsHDKTHD3P1cYrH0vPWc1PWbknjDYP1EKP9DKnEDkuA7-PhDvriYQP10ksHwBnvmVrAFBmzYOmvDYPjFWuH9zuHnKnH9LnWEOP1mvn1EYPWbzrHEkrTDQrj0zPjbLPWm1n10dPWnkn1nLTEDQsjDQTEDKTiYKTEDKTHcvnjDlnHEkrWbknjDlnv76njCzPjC3njcQrW9zmhnlmW76rEDkTHTKTHD_nHDKXLYKnHTkn1mKnHTknHmvPEDzP1bOPjEkPaYYPj0dsHEznWmVmHn1mBd6Pjcdn1mLuhD1rHmKTHEKTEDkTHD_nHDYPzkzPWnOTHDKUMR_UTDOujcQuWndn1mQPycOm1Nz&lego_tid=27994404-4475-4226-a33b-a425367fa396&psid=014b616a85132e8afefc565578a33bdb,物业出租 富力运河十号 落地窗看河景3居室 密码看房,整租,6号线,6800,付3押1,佣金：1月租金,115.5平方米,3室2厅2卫,中层(共45层),西北,富力运河十号小区 通州 新华大街,普通住宅,精装修
https://bj.zu.anjuke.com/fangyuan/3843800759985152?isauction=2&shangquan_id=6900&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaY3PANdP1E1nBd6nWEvsHEvnHDVrjNOnaYkuy7WrH93uH9kmvcKn1ELPjcvPjb1n1czn1TKTHn3Pjn3njTLPHbOrjNQPHcKnH9LnjTKnH9LnjTKnikQnEDQTHDLn1N1n1D1nj0dPHmKnHcKwbnVNDnVENGssXXMMSpcfzLMoufG9cM-BFxCCpWGCUNKnED1rEDKsHDKTHD3P1D3rjDdP1TYPjNYP1N3PjTKP9DKnED3uHN3nv7hmzY3rymOsHEdnWmVrHTzmBdbmWPbuHNQPvFhPhmKnH9LnH93nHNLnHN3nWDYnjEQP9DQrj0Qrj9QPH0QPHmdn1NdnjT3TEDQsjDQTEDKTiYKTEDKTHcvnjDlnHEkrWbknjDlnv76njCzPjC3njcQrW9zmhnlmW76rEDkTHTKTHD_nHDKXLYKnHTkn1mKnHTknHmvPEDkm1DQuAndnaY3ujc1sHw6PhcVrycdPaYzuhnLnHckmHNvuhcKTHEKTEDkTHD_nHDYPzkvrHTkTHDKUMR_UT7-Pv7hrAc1P1cOuWFbnhnz&lego_tid=0c11dc50-8d23-4a6b-9b54-2fc7120a56fb&psid=014b616a85132e8afefc565578a33bdb,地铁6号线北运河西 武夷花园 新华联运河湾南区一居室,整租,,3600,付3押1,佣金：1月租金,57.1平方米,1室1厅1卫,中层(共11层),朝南,运河湾(南区) 通州 武夷花园,普通住宅,精装修
https://bj.zu.anjuke.com/fangyuan/3836904755175432?isauction=2&shangquan_id=25955&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaY3PANdP1E1nBd6nWEvsHEvnHDVrjNOnaYkuy7WrH93uH9kmvcKP101rj0YPHbvnWDQPWTKTHn3n1mOnjELPHNQP1NYn1cKnHN3njTKnHN3njTKnikQnEDQTHDLn1N1n1D1nj0dPHmKnHnKwbnVNDnVENGssXXMMSpcfzLMoufG9cM-BFxCCpWGCUNKnED1rEDKsHDKTHD3P1Tvn1mkP193PHcknHEkrjDKP9DKnEDzmHRBPhP6raYLnj9YsHEOnjbVrHRWmBYYPywbnvE3uhDYPWcKnH9Lnjm1PWT3njTkrHm1n10OPEDQrj0kPWnvnj0OrHbzrjNvPH0vTEDQsjDQTEDKTiYKTEDKTHcvnjDlnHEkrWbknjDlnv76njCzPjC3njcQrW9zmhnlmW76rEDkTHTKTHD_nHDKXLYKnHTkn1mKnHTknHmvPE7BPHKWuHn1Pid-rAPWsHE1PymVmH-6nzY3nhDOnHPBPjPWmWcKTHEKTEDkTHD_nHDYnzkzPHbdPEDQTyOdUAkKn10vryuWryNYnyEOm1R6P9&lego_tid=b50ce335-e8cc-435f-a9a3-82a913b43cb2&psid=014b616a85132e8afefc565578a33bdb,三嘉信苑 65平 电梯房 精装修,整租,,3600,付3押1,佣金：1月租金,65平方米,2室1厅1卫,低层(共10层),朝南,三嘉信苑 海淀 上庄,普通住宅,精装修
https://bj.zu.anjuke.com/fangyuan/3840986775610375?isauction=2&shangquan_id=15540&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaY3PANdP1E1nBd6nWEvsHEvnHDVrjNOnaYkuy7WrH93uH9kmvcKrHT3rHnLnWnvnjNknWNKTHn3PjTOrjmLP1NvnHT1P1NKnH91njTKnH91njTKnikQnEDQTHDLn1N1n1D1nj0dPHmKnHEKwbnVNDnVENGssXXMMSpcfzLMoufG9cM-BFxCCpWGCUNKnED1rEDKsHDKTHD3P1ckrHcvP1nvrHN3P1TOP19KP9DKnEDvnH6hn1N1nBYdnHcOsHEQujbVrHn1niYkPhR6ujcknvFbm1TKnH9LnWTOnWmLn103rjDYnHNvrTDQrj0znjbzPW01P1Nkn19kPHEYTEDQsjDQTEDKTiYKTEDKTHcvnjDlnHEkrWbknjDlnv76njCzPjC3njcQrW9zmhnlmW76rEDkTHTKTHD_nHDKXLYKnHTkn1mKnHTknHmvPEDYrjEzuWm1ridBnWTYsHE3mWnVmH-6mBYdrjwhmH93ujw-PH0KTHEKTEDkTHD_nHDdnakQPHNYnTDQTyOdUAkKuHu6myNLmHTLPj6BrjTQnT&lego_tid=4842f639-b204-48b3-a9ab-584fa88d4e57&psid=014b616a85132e8afefc565578a33bdb,青秀尚城3居室 南北通透看房随时 初次出租 家电齐全,整租,昌平号线,5300,付3押1,佣金：1月租金,94.2平方米,3室2厅1卫,低层(共16层),南北,中国铁建青秀尚城 昌平 南邵镇,普通住宅,精装修
https://bj.zu.anjuke.com/fangyuan/3856497862042633?isauction=2&shangquan_id=6858&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaY3PANdP1E1nBd6nWEvsHEvnHDVrjNOnaYkuy7WrH93uH9kmvcKPj9YP1c3rH0zrjDkPjcKTHn3PHmYrH03PWckPjcvn1nKn1nknjTKn1nknjTKnikQnEDQTHDLn1N1n1D1nj0dPH0KnHNKwbnVNDnVENGssXXMMSpcfzLMoufG9cM-BFxCCpWGCUNKnED1rEDKsHDKTHD3P1ckrHEOrjn3P1mdPW0kPjcKP9DKnEDOmvFhPWNOnadhujbksHw-uANVmWPWraYQm193uHN3nHmdm1DKnH9LnWTOPjb3PHDvnjTQPH9Ln9DQrj0znjbYrH9dnHnOnjEYn1NzTEDQsjDQTEDKTiYKTEDKTHcvnjDlnHEkrWbknjDlnv76njCzPjC3njcQrW9zmhnlmW76rEDkTHTKTHD_nHDKXLYKnHTkn1mKnHTknHmvPEDLPjN1rj9vPaYLrAwbsHE1P1bVrADdPzY3m1NQrj-6nj-hPjcKTHEKTEDkTHD_nHD1rikvrjN3THDKUMR_UTDzmWmvnjK6nv76nvEzrHmY&lego_tid=74538864-78dd-4379-8a57-8c5189a09f42&psid=014b616a85132e8afefc565578a33bdb,新上婚房装修正规一居室 采光好 无遮挡,整租,7号线,5900,付3押1,佣金：1月租金,55.2平方米,1室1厅1卫,低层(共24层),朝北,西豪逸景家园 西城 广安门外,普通住宅,精装修
https://bj.zu.anjuke.com/fangyuan/3842550335695884?isauction=2&shangquan_id=15171&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaY3PANdP1E1nBd6nWEvsHEvnHDVrjNOnaYkuy7WrH93uH9kmvcKPHEdn1EkrHN1PjEOnHTKTHn3PjcdPHT1n1NvrHN3rjEKnW9QnjTKnW9QnjTKnikQnEDQTHDLn1N1n1D1nj0dPH0KnHmKwbnVNDnVENGssXXMMSpcfzLMoufG9cM-BFxCCpWGCUNKnED1rEDKsHDKTHD3P1cdrHmOnWEYPWDzPWE3rHmKP9DKnED3mWuhP1NOmiYOPhu-sHEQPWNVrAP6mzY1ujb1mhu-m1I6rjcKnH9LnWNOPWbzPHmYPjTvPW9QP9DQrj0zPHbvrHcdPjNQnHEQnHckTEDQsjDQTEDKTiYKTEDKTHcvnjDlnHEkrWbknjDlnv76njCzPjC3njcQrW9zmhnlmW76rEDkTHTKTHD_nHDKXLYKnHTkn1mKnHTknHmvPE7Wuj66m1IbuiYznAuhsHE1mW0VrjRBPBd6PAF6myP-nHR-uhDKTHEKTEDkTHD_nHDYPakQPHDLnEDQTyOdUAkKnHDQrj66uH7bmvuhuhP-rT&lego_tid=cd8ac7de-20ff-43b7-85b6-a4baace15efa&psid=014b616a85132e8afefc565578a33bdb,丰益桥丰管路 泥洼十号线 丰益花园西区 精装两居 商超便利,整租,10/14号线,5700,付3押1,佣金：80%月租金,89.2平方米,2室1厅1卫,高层(共27层),南北,丰益花园(西区) 丰台 丰益桥,普通住宅,精装修
https://bj.zu.anjuke.com/fangyuan/3853941386636296?isauction=2&shangquan_id=1241&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaY3PANdP1E1nBd6nWEvsHEvnHDVrjNOnaYkuy7WrH93uH9kmvcKPWmvnHELnW91nWn3PHTKTHn3PHnOPjD1rjmvn1mzrHmKnWEznjTKnWEznjTKnikQnEDQTHDLn1N1n1D1nj0dPH0KnH0KwbnVNDnVENGssXXMMSpcfzLMoufG9cM-BFxCCpWGCUNKnED1rEDKsHDKTHD3P1cznWbkrHbknj0vrj9LnjEKP9DKnEDOPyDOnWDOuBYLuAR-sHwhujNVmWmOPzYvP1NvPyEkPWI-rymKnH9LnWczrHDknjTdPWc3nHT3rTDQrj0znWcOnHTknHcLPH0QrHm3TEDQsjDQTEDKTiYKTEDKTHcvnjDlnHEkrWbknjDlnv76njCzPjC3njcQrW9zmhnlmW76rEDkTHTKTHD_nHDKXLYKnHTkn1mKnHTknHmvPE76PvP6mvR-PiYzuhmzsHEvmHNVrj7hmBYdnj0vnWIbrHNkPAmKTHEKTEDkTHD_nHDYnzkQnWEQTHDKUMR_UTDvrADkuymYrjI-nyw6uWbk&lego_tid=a7cacee5-2ff2-46a5-81fb-507627d9504f&psid=014b616a85132e8afefc565578a33bdb,学院路，学清嘉创，机电研究所，随时可以入住，价格可谈，朝南,整租,15/昌平号线,5400,付3押1,佣金：1月租金,40平方米,1室1厅1卫,低层(共6层),南北,机电研究所大院 海淀 学院路,普通住宅,简单装修
